"row","gene_id","percent_GC","length"
"67358","ENSG00000306270",38.92,51361
"67359","ENSG00000282408",37.07,5790
"67360","ENSG00000304177",45.15,1565
"67361","ENSG00000232633",39.82,114146
"67362","ENSG00000231764",42.6,58947
"67363","ENSG00000304202",37.24,56234
"67364","ENSG00000253311",42.41,239182
"67365","ENSG00000304205",34.86,4110
"67366","ENSG00000304206",48.16,1170
"67367","ENSG00000286680",35.8,122892
"67368","ENSG00000177302",48.23,43579
"67369","ENSG00000306315",45.31,5623
"67370","ENSG00000306321",51.25,3150
"67371","ENSG00000306333",37.14,48255
"67372","ENSG00000306363",35.67,11919
"67373","ENSG00000248455",40.63,39829
"67374","ENSG00000207590",34.55,109
"67375","ENSG00000207624",41.18,84
"67376","ENSG00000232134",44.85,387
"67377","ENSG00000118873",37.82,124236
"67378","ENSG00000272619",55.05,5240
"67379","ENSG00000241956",35.56,876349
"67380","ENSG00000304230",41.38,13480
"67381","ENSG00000309517",35.18,132006
"67382","ENSG00000287407",59,19461
"67383","ENSG00000309522",52.87,678
"67384","ENSG00000309527",69.26,461
"67385","ENSG00000309538",36.35,44980
"67386","ENSG00000309549",46.84,3231
"67387","ENSG00000230487",53.16,19563
"67388","ENSG00000304241",38.18,2825
"67389","ENSG00000225148",38.66,30027
"67390","ENSG00000269604",59.5,3814
"67391","ENSG00000290068",53.59,445
"67392","ENSG00000267484",48.26,575
"67393","ENSG00000227706",45.22,11023
"67394","ENSG00000205784",50.27,12511
"67395","ENSG00000293698",50.05,135317
"67396","ENSG00000239320",43.27,170
"67397","ENSG00000291122",50.58,84131
"67398","ENSG00000105198",45.06,4950
"67399","ENSG00000289623",53.01,15739
"67400","ENSG00000288827",52.07,869
"67401","ENSG00000306371",55.42,1753
"67402","ENSG00000285549",35.68,23707
"67403","ENSG00000105419",56.51,16403
"67404","ENSG00000246214",44.77,65979
"67405","ENSG00000304257",40.69,9119
"67406","ENSG00000304264",53.18,2073
"67407","ENSG00000176974",49.89,35677
"67408","ENSG00000293489",40.14,390652
"67409","ENSG00000248600",38.91,8308
"67410","ENSG00000260671",50.67,7935
"67411","ENSG00000260498",49.12,13292
"67412","ENSG00000306518",43.68,5624
"67413","ENSG00000306585",36.05,3719
"67414","ENSG00000306603",59.21,428
"67415","ENSG00000272081",43.02,15574
"67416","ENSG00000306643",40.09,28431
"67417","ENSG00000306695",36.78,21045
"67418","ENSG00000250417",57.36,20809
"67419","ENSG00000254500",41.67,275
"67420","ENSG00000260177",50.79,26816
"67421","ENSG00000259663",41.79,10596
"67422","ENSG00000223202",50.71,281
"67423","ENSG00000054938",51.61,34997
"67424","ENSG00000260466",59.83,15274
"67425","ENSG00000103257",58.42,39491
"67426","ENSG00000249966",56.56,17141
"67427","ENSG00000260596",49.56,12168
"67428","ENSG00000174579",42.35,48324
"67429","ENSG00000119771",50.5,323432
"67430","ENSG00000306745",34.46,3284
"67431","ENSG00000306761",61.56,1271
"67432","ENSG00000302529",39.03,7860
"67433","ENSG00000302541",38.62,1897
"67434","ENSG00000249279",41.23,110877
"67435","ENSG00000223968",45.49,254
"67436","ENSG00000261914",49.57,463
"67437","ENSG00000232766",42.95,439
"67438","ENSG00000282994",54.77,240
"67439","ENSG00000187672",40.7,960784
"67440","ENSG00000109536",35.9,22347
"67441","ENSG00000278598",71.01,68
"67442","ENSG00000198736",58.32,4970
"67443","ENSG00000309622",47.09,4888
"67444","ENSG00000309626",39.22,616
"67445","ENSG00000309641",52.87,854
"67446","ENSG00000309655",47,11247
"67447","ENSG00000306769",38.48,5553
"67448","ENSG00000306776",45.67,15900
"67449","ENSG00000309656",40.35,43707
"67450","ENSG00000073737",39.63,31378
"67451","ENSG00000295233",51.6,1154
"67452","ENSG00000309657",35.95,84111
"67453","ENSG00000255198",66.5,987
"67454","ENSG00000221845",51.72,7638
"67455","ENSG00000284209",40.76,29611
"67456","ENSG00000306781",49.84,3671
"67457","ENSG00000304271",38.67,9327
"67458","ENSG00000288162",55.4,8669
"67459","ENSG00000309687",39.34,543
"67460","ENSG00000309498",41.19,4903
"67461","ENSG00000251279",40.75,86359
"67462","ENSG00000226965",36.35,426893
"67463","ENSG00000304276",40.89,8818
"67464","ENSG00000304281",39.56,42354
"67465","ENSG00000288300",51.48,3812
"67466","ENSG00000310002",50.03,1874
"67467","ENSG00000232197",59.58,2703
"67468","ENSG00000249462",43.78,248
"67469","ENSG00000006194",47.09,37601
"67470","ENSG00000271307",57.75,2477
"67471","ENSG00000251297",60.83,2348
"67472","ENSG00000199572",61.86,117
"67473","ENSG00000201145",57.98,118
"67474","ENSG00000297175",50.18,8102
"67475","ENSG00000309703",33.16,982
"67476","ENSG00000271503",46,9302
"67477","ENSG00000306792",37.53,13511
"67478","ENSG00000306797",44.31,1290
"67479","ENSG00000273297",43.73,63861
"67480","ENSG00000249478",51.82,7315
"67481","ENSG00000306808",41.99,21945
"67482","ENSG00000304300",46.45,6289
"67483","ENSG00000224807",71.8,1258
"67484","ENSG00000227660",43.13,12059
"67485","ENSG00000205097",44.31,2890
"67486","ENSG00000262899",41.53,820
"67487","ENSG00000304323",38.85,1371
"67488","ENSG00000303291",46.66,5683
"67489","ENSG00000287260",40.57,11631
"67490","ENSG00000294426",48.62,14021
"67491","ENSG00000226409",39.32,105074
"67492","ENSG00000264970",46.73,1270
"67493","ENSG00000232938",50,465
"67494","ENSG00000229526",62.84,521
"67495","ENSG00000279353",52.59,1427
"67496","ENSG00000240480",54.35,459
"67497","ENSG00000250053",68.8,483
"67498","ENSG00000288936",44.24,24004
"67499","ENSG00000265902",44.29,69
"67500","ENSG00000241097",45.45,318
"67501","ENSG00000297630",34.12,934
"67502","ENSG00000296504",46.94,12077
"67503","ENSG00000227615",46.87,398
"67504","ENSG00000264176",41.28,435
"67505","ENSG00000241185",43.09,484
"67506","ENSG00000118160",52.91,43876
"67507","ENSG00000291264",43.06,21101
"67508","ENSG00000166435",41.82,141461
"67509","ENSG00000109452",36.41,824272
"67510","ENSG00000293152",41.99,23155
"67511","ENSG00000163508",47.95,6762
"67512","ENSG00000261192",64.32,924
"67513","ENSG00000293179",64.32,1319
"67514","ENSG00000263818",52.83,972
"67515","ENSG00000306847",36.2,80117
"67516","ENSG00000214832",50.8,1131
"67517","ENSG00000275029",42.48,684
"67518","ENSG00000304346",50.9,331
"67519","ENSG00000270977",48.77,3177
"67520","ENSG00000226089",35.42,24654
"67521","ENSG00000213228",51.22,489
"67522","ENSG00000257730",38.98,176
"67523","ENSG00000163817",47.96,41125
"67524","ENSG00000082438",36.27,190055
"67525","ENSG00000167566",52.89,37604
"67526","ENSG00000264300",38.71,216
"67527","ENSG00000306849",41.65,43571
"67528","ENSG00000304369",38.82,46530
"67529","ENSG00000266777",58.46,1087
"67530","ENSG00000264164",38.74,221
"67531","ENSG00000266885",58.99,433
"67532","ENSG00000293297",45.5,3643
"67533","ENSG00000265480",55.3,1292
"67534","ENSG00000263946",59.42,588
"67535","ENSG00000306853",43.68,766
"67536","ENSG00000236319",56.05,668
"67537","ENSG00000306869",36.64,23360
"67538","ENSG00000280852",38.58,437
"67539","ENSG00000306872",44.82,7161
"67540","ENSG00000293358",40.83,1160
"67541","ENSG00000231784",62.8,249
"67542","ENSG00000271334",38.91,43244
"67543","ENSG00000204650",44.7,3395
"67544","ENSG00000304389",38.42,28910
"67545","ENSG00000118162",53.48,9115
"67546","ENSG00000285564",49.3,8559
"67547","ENSG00000240280",48.84,5748
"67548","ENSG00000306893",47.61,1858
"67549","ENSG00000188662",60.99,422
"67550","ENSG00000233483",58.87,3748
"67551","ENSG00000306899",38.69,9197
"67552","ENSG00000303279",32.92,6083
"67553","ENSG00000230631",47.82,6768
"67554","ENSG00000261040",45.19,3177
"67555","ENSG00000301813",36.9,8884
"67556","ENSG00000284526",50.84,5961
"67557","ENSG00000304435",47.24,1868
"67558","ENSG00000306902",54.38,3561
"67559","ENSG00000304459",37.37,1535
"67560","ENSG00000259680",50.67,445
"67561","ENSG00000248554",39.03,61900
"67562","ENSG00000309712",50.52,17298
"67563","ENSG00000186666",45.05,7063
"67564","ENSG00000236548",37.48,319153
"67565","ENSG00000263105",47.94,27008
"67566","ENSG00000198083",49.75,980
"67567","ENSG00000293286",42.23,3485
"67568","ENSG00000293287",58.32,2854
"67569","ENSG00000298290",67.49,322
"67570","ENSG00000290975",43,7790
"67571","ENSG00000262468",49.99,9912
"67572","ENSG00000242041",46.53,330
"67573","ENSG00000309716",45.84,19956
"67574","ENSG00000290687",42.38,23799
"67575","ENSG00000135472",53.98,37321
"67576","ENSG00000309736",47.73,4946
"67577","ENSG00000240445",45.51,14685
"67578","ENSG00000236039",37.59,153450
"67579","ENSG00000129221",49.33,41506
"67580","ENSG00000306969",51.9,2440
"67581","ENSG00000307008",42.64,33061
"67582","ENSG00000307017",40.43,1775
"67583","ENSG00000307023",47.32,1396
"67584","ENSG00000307051",35.14,10145
"67585","ENSG00000307059",51.48,17484
"67586","ENSG00000307063",42.88,1151
"67587","ENSG00000289540",46.21,540
"67588","ENSG00000307087",43.87,5558
"67589","ENSG00000307089",44.78,3668
"67590","ENSG00000281696",31.71,81
"67591","ENSG00000105402",55.43,27454
"67592","ENSG00000222370",35.88,130
"67593","ENSG00000270585",35.94,664
"67594","ENSG00000307092",47.76,9908
"67595","ENSG00000270708",51.49,302
"67596","ENSG00000218283",43.74,966
"67597","ENSG00000213033",44.14,1211
"67598","ENSG00000307099",45.91,2164
"67599","ENSG00000252257",38.12,222
"67600","ENSG00000230318",46.08,1620
"67601","ENSG00000090447",56.39,15889
"67602","ENSG00000240478",37.8,20253
"67603","ENSG00000232883",51.34,932
"67604","ENSG00000307113",38.48,750
"67605","ENSG00000226927",45.7,452
"67606","ENSG00000261051",34.56,2094
"67607","ENSG00000307115",35.28,1235
"67608","ENSG00000289152",53.37,1498
"67609","ENSG00000243415",34.77,41162
"67610","ENSG00000229196",59.75,1947
"67611","ENSG00000143776",36.66,328627
"67612","ENSG00000240032",34.2,2841
"67613","ENSG00000307155",35.99,47631
"67614","ENSG00000131368",45.87,55728
"67615","ENSG00000167580",54.91,8141
"67616","ENSG00000307167",40.56,11469
"67617","ENSG00000307172",57.72,2996
"67618","ENSG00000307174",34.33,16752
"67619","ENSG00000293627",61.94,1486
"67620","ENSG00000307196",51.8,4406
"67621","ENSG00000304494",34.67,21328
"67622","ENSG00000233219",42.44,36057
"67623","ENSG00000307211",34.37,6609
"67624","ENSG00000307231",38.01,73114
"67625","ENSG00000304495",37.08,53631
"67626","ENSG00000257378",58.78,1486
"67627","ENSG00000304506",37.36,2587
"67628","ENSG00000307265",48.45,612
"67629","ENSG00000161798",60.72,3810
"67630","ENSG00000304516",37.07,6868
"67631","ENSG00000307284",39.78,194259
"67632","ENSG00000309810",67.19,822
"67633","ENSG00000290878",42.5,8167
"67634","ENSG00000227053",49.27,50012
"67635","ENSG00000307304",40.97,5305
"67636","ENSG00000086159",57.52,9945
"67637","ENSG00000307312",52.08,575
"67638","ENSG00000304542",45.97,682
"67639","ENSG00000236494",41.22,10052
"67640","ENSG00000304559",39.21,504
"67641","ENSG00000248752",36.99,1036293
"67642","ENSG00000304604",39.5,47169
"67643","ENSG00000262246",57.56,71163
"67644","ENSG00000235652",36.86,112084
"67645","ENSG00000236081",60.96,3693
"67646","ENSG00000309837",48.01,32318
"67647","ENSG00000309840",42.67,27657
"67648","ENSG00000309844",39.93,1742
"67649","ENSG00000226587",40.78,28390
"67650","ENSG00000161800",43.65,56213
"67651","ENSG00000286658",42.46,15313
"67652","ENSG00000304631",39.19,44037
"67653","ENSG00000309876",35.31,10397
"67654","ENSG00000279861",58.71,1881
"67655","ENSG00000268931",52.27,4472
"67656","ENSG00000260192",38.05,793340
"67657","ENSG00000304634",43.52,35885
"67658","ENSG00000268618",49.84,633
"67659","ENSG00000134830",49.37,15154
"67660","ENSG00000251248",38.9,4542
"67661","ENSG00000249806",36.52,104931
"67662","ENSG00000304660",44.42,3225
"67663","ENSG00000231721",41.71,318912
"67664","ENSG00000304663",34.81,1809
"67665","ENSG00000308479",41.44,27641
"67666","ENSG00000304688",41.32,15172
"67667","ENSG00000234519",38.85,4349
"67668","ENSG00000214273",41.29,2072
"67669","ENSG00000115607",40.03,33876
"67670","ENSG00000134815",54.19,33935
"67671","ENSG00000249003",53.06,5103
"67672","ENSG00000304738",36.88,1558
"67673","ENSG00000281591",66.01,3362
"67674","ENSG00000304741",39.71,2769
"67675","ENSG00000290241",50.45,15398
"67676","ENSG00000277162",75.51,681
"67677","ENSG00000214820",59.78,1088
"67678","ENSG00000233656",40.29,101879
"67679","ENSG00000250746",46.67,2056
"67680","ENSG00000248546",48.37,704
"67681","ENSG00000173706",44.99,90287
"67682","ENSG00000250137",37.86,207729
"67683","ENSG00000251292",43.24,10317
"67684","ENSG00000109819",38.32,149048
"67685","ENSG00000062282",52.02,42023
"67686","ENSG00000262818",51.55,579
"67687","ENSG00000304752",36.57,68091
"67688","ENSG00000129195",53.18,7028
"67689","ENSG00000304760",37.55,5325
"67690","ENSG00000304785",39.73,27223
"67691","ENSG00000248391",33.72,91790
"67692","ENSG00000304790",43.97,48753
"67693","ENSG00000304800",44.03,460
"67694","ENSG00000304803",38.79,51140
"67695","ENSG00000304821",36.25,15624
"67696","ENSG00000252642",42.96,134
"67697","ENSG00000304834",38.38,12778
"67698","ENSG00000163938",43.19,13341
"67699","ENSG00000304838",52.07,7282
"67700","ENSG00000304854",45.14,36455
"67701","ENSG00000079150",37.58,14936
"67702","ENSG00000304863",50.3,14223
"67703","ENSG00000289953",42.04,331666
"67704","ENSG00000099326",55.33,11644
"67705","ENSG00000091622",52.01,105292
"67706","ENSG00000288008",37.15,19440
"67707","ENSG00000166436",45.38,70657
"67708","ENSG00000245812",41.09,62089
"67709","ENSG00000226321",57.72,86981
"67710","ENSG00000249261",40.27,30671
"67711","ENSG00000304883",45.8,17863
"67712","ENSG00000280904",43.75,79
"67713","ENSG00000252787",43.84,72
"67714","ENSG00000212493",45.59,67
"67715","ENSG00000238862",30.95,83
"67716","ENSG00000304886",43.91,5834
"67717","ENSG00000222345",35.53,75
"67718","ENSG00000304900",42.84,76599
"67719","ENSG00000212452",41.56,76
"67720","ENSG00000016864",44.5,11546
"67721","ENSG00000248127",55.19,3007
"67722","ENSG00000293686",60.69,930
"67723","ENSG00000269032",58.79,198
"67724","ENSG00000213753",50.11,468
"67725","ENSG00000289256",40.17,99278
"67726","ENSG00000115762",42.42,248862
"67727","ENSG00000142347",52.48,59979
"67728","ENSG00000288764",38.83,25332
"67729","ENSG00000186104",39.83,14791
"67730","ENSG00000227012",41.24,9115
"67731","ENSG00000307478",39.31,21879
"67732","ENSG00000307497",39.46,25113
"67733","ENSG00000304931",40.49,15065
"67734","ENSG00000307515",34.9,34695
"67735","ENSG00000304937",39.95,6011
"67736","ENSG00000307523",60.29,3739
"67737","ENSG00000304953",45.34,1662
"67738","ENSG00000231028",37.44,397468
"67739","ENSG00000245937",37.99,144822
"67740","ENSG00000249453",42.14,2970
"67741","ENSG00000152785",37.48,26919
"67742","ENSG00000253179",62.69,468
"67743","ENSG00000110680",48.72,5732
"67744","ENSG00000138669",37.17,127847
"67745","ENSG00000274860",54.61,281
"67746","ENSG00000198920",41.53,62564
"67747","ENSG00000250640",46.29,1023
"67748","ENSG00000110321",41.39,11890
"67749","ENSG00000277661",35.94,54494
"67750","ENSG00000305088",45.23,1394
"67751","ENSG00000237596",39.34,233815
"67752","ENSG00000251059",35.72,28473
"67753","ENSG00000303498",55.37,1899
"67754","ENSG00000110881",54.15,26063
"67755","ENSG00000207065",32.76,115
"67756","ENSG00000304311",40.5,32648
"67757","ENSG00000138794",44.61,14961
"67758","ENSG00000307534",43.18,5914
"67759","ENSG00000307542",34.35,15732
"67760","ENSG00000307550",48.91,1326
"67761","ENSG00000253968",44.05,140101
"67762","ENSG00000114902",47.35,6193
"67763","ENSG00000282936",41.53,62564
"67764","ENSG00000305104",36.26,14060
"67765","ENSG00000200914",53.7,107
"67766","ENSG00000129235",41.89,3556
"67767","ENSG00000305114",46.62,49856
"67768","ENSG00000142303",54.58,30495
"67769","ENSG00000248799",38.39,101625
"67770","ENSG00000114904",42.79,62502
"67771","ENSG00000123989",61.2,4855
"67772","ENSG00000290355",56.97,3441
"67773","ENSG00000307563",39.56,42148
"67774","ENSG00000286313",34.82,26906
"67775","ENSG00000236378",37.24,12127
"67776","ENSG00000293208",37.32,11174
"67777","ENSG00000108590",40.22,8323
"67778","ENSG00000309690",39.76,55231
"67779","ENSG00000307572",44.95,12401
"67780","ENSG00000293961",52.65,641
"67781","ENSG00000307575",36.51,2993
"67782","ENSG00000307589",42.78,2715
"67783","ENSG00000305139",57.42,868
"67784","ENSG00000249509",39.3,89238
"67785","ENSG00000307591",44.56,2840
"67786","ENSG00000305202",37.61,24894
"67787","ENSG00000287527",49.9,3448
"67788","ENSG00000287678",40.03,20694
"67789","ENSG00000286818",42.82,44783
"67790","ENSG00000227508",53.67,13354
"67791","ENSG00000309918",46.65,3956
"67792","ENSG00000205795",53.29,24471
"67793","ENSG00000230000",52.56,3304
"67794","ENSG00000256806",50.59,41440
"67795","ENSG00000214842",34.43,7861
"67796","ENSG00000261996",46.57,1545
"67797","ENSG00000144057",41.34,85508
"67798","ENSG00000264468",45.71,69
"67799","ENSG00000283301",44.44,53
"67800","ENSG00000274114",55.9,4199
"67801","ENSG00000305217",48.52,778
"67802","ENSG00000307668",49.47,1992
"67803","ENSG00000271820",56.38,10249
"67804","ENSG00000286565",43.16,50486
"67805","ENSG00000307672",38.09,7482
"67806","ENSG00000293193",41.48,49308
"67807","ENSG00000288851",59.48,811
"67808","ENSG00000268181",52.04,3189
"67809","ENSG00000305245",49.09,17501
"67810","ENSG00000141485",51.62,28658
"67811","ENSG00000305252",38.85,51309
"67812","ENSG00000307701",42.21,26736
"67813","ENSG00000237468",38.58,16310
"67814","ENSG00000307738",43.21,27927
"67815","ENSG00000309987",35.3,2424
"67816","ENSG00000248663",34.45,162185
"67817","ENSG00000277675",49.68,61789
"67818","ENSG00000232529",41.26,4475
"67819","ENSG00000275956",39.82,1320
"67820","ENSG00000305262",43.42,25390
"67821","ENSG00000270941",41.22,278
"67822","ENSG00000271137",44.55,1164
"67823","ENSG00000243173",52.28,284
"67824","ENSG00000185038",48.73,57744
"67825","ENSG00000132196",39.34,22121
"67826","ENSG00000055957",54.93,14473
"67827","ENSG00000305275",40.62,777
"67828","ENSG00000305281",44.93,11707
"67829","ENSG00000233614",59.69,1490
"67830","ENSG00000250244",49.28,19491
"67831","ENSG00000066117",48.48,15507
"67832","ENSG00000306644",61.01,1666
"67833","ENSG00000226149",37.4,136562
"67834","ENSG00000249532",41.13,60418
"67835","ENSG00000228735",37.39,2746
"67836","ENSG00000307780",56.5,3659
"67837","ENSG00000310016",41.44,1751
"67838","ENSG00000307785",44.33,6326
"67839","ENSG00000307807",61.54,1793
"67840","ENSG00000234769",60.17,3687
"67841","ENSG00000290548",37.44,193552
"67842","ENSG00000232006",39.7,159799
"67843","ENSG00000260803",54,19082
"67844","ENSG00000138658",37.99,97662
"67845","ENSG00000278739",61.76,67
"67846","ENSG00000231439",52.75,2346
"67847","ENSG00000267986",48.59,1555
"67848","ENSG00000087086",53.59,2587
"67849","ENSG00000230739",40.3,24672
"67850","ENSG00000226942",57.01,8985
"67851","ENSG00000227667",40.74,242
"67852","ENSG00000305289",48.04,19811
"67853","ENSG00000309539",53,6048
"67854","ENSG00000256977",41.74,27197
"67855","ENSG00000289281",79.81,727
"67856","ENSG00000305295",56.96,1026
"67857","ENSG00000286674",47.52,32376
"67858","ENSG00000103423",49.02,30970
"67859","ENSG00000225945",44.61,18023
"67860","ENSG00000127603",42.57,405861
"67861","ENSG00000293295",47.24,3454
"67862","ENSG00000305304",38.85,295
"67863","ENSG00000310026",40.16,1020
"67864","ENSG00000305307",52.79,465
"67865","ENSG00000310044",39.99,60374
"67866","ENSG00000291286",46.59,32383
"67867","ENSG00000290951",50.41,36189
"67868","ENSG00000162972",39.93,53223
"67869","ENSG00000290736",35.79,7381
"67870","ENSG00000254925",43.03,924
"67871","ENSG00000305318",41.78,1897
"67872","ENSG00000255215",43.63,462
"67873","ENSG00000248203",34.98,7757
"67874","ENSG00000228290",38.58,21866
"67875","ENSG00000270177",55.83,1767
"67876","ENSG00000237388",43.33,929
"67877","ENSG00000255113",41.69,390
"67878","ENSG00000307906",38.36,60287
"67879","ENSG00000255304",43.84,932
"67880","ENSG00000244283",48.2,470
"67881","ENSG00000307917",58.93,1360
"67882","ENSG00000254832",41.35,947
"67883","ENSG00000307920",37.86,46956
"67884","ENSG00000307925",40.59,1588
"67885","ENSG00000255534",41.74,907
"67886","ENSG00000307934",64.55,377
"67887","ENSG00000213607",42.06,900
"67888","ENSG00000307951",45.6,17164
"67889","ENSG00000141068",49.31,169990
"67890","ENSG00000255297",41.59,927
"67891","ENSG00000254674",42,937
"67892","ENSG00000079435",54.96,25891
"67893","ENSG00000291241",44.96,3440
"67894","ENSG00000255053",40.93,947
"67895","ENSG00000138101",41.46,296449
"67896","ENSG00000248673",41.33,425439
"67897","ENSG00000305332",39.38,91504
"67898","ENSG00000290785",52.43,7212
"67899","ENSG00000236635",35.42,72181
"67900","ENSG00000134954",42.5,128797
"67901","ENSG00000305340",38.71,34213
"67902","ENSG00000305347",40.09,28084
"67903","ENSG00000305352",48.66,67498
"67904","ENSG00000287761",45.09,3066
"67905","ENSG00000305361",42.56,1895
"67906","ENSG00000305375",52.48,1110
"67907","ENSG00000305393",38.58,673
"67908","ENSG00000228365",43.74,24695
"67909","ENSG00000167588",55.61,7331
"67910","ENSG00000305412",39.54,7538
"67911","ENSG00000305437",46.83,6623
"67912","ENSG00000305464",50.89,3241
"67913","ENSG00000281832",60.83,2077
"67914","ENSG00000142405",49.5,32264
"67915","ENSG00000305472",43.16,18725
"67916","ENSG00000286417",41.75,104694
"67917","ENSG00000287642",55.47,3718
"67918","ENSG00000294679",55.34,1253
"67919","ENSG00000281692",44.84,17676
"67920","ENSG00000308243",46.01,24283
"67921","ENSG00000055955",55.63,17726
"67922","ENSG00000307984",38.1,10478
"67923","ENSG00000249022",41.54,57362
"67924","ENSG00000249343",42.52,19943
"67925","ENSG00000305504",43.92,11282
"67926","ENSG00000305542",40.56,68739
"67927","ENSG00000295073",39.51,3120
"67928","ENSG00000310053",45.74,1009
"67929","ENSG00000310060",51.56,288
"67930","ENSG00000230174",41.3,7083
"67931","ENSG00000310087",43.32,336
"67932","ENSG00000178449",49.31,8375
"67933","ENSG00000290834",52.81,27642
"67934","ENSG00000305642",39.22,1200
"67935","ENSG00000261071",54.52,1116
"67936","ENSG00000305716",35.8,34301
"67937","ENSG00000221882",41.65,110140
"67938","ENSG00000305770",45.52,14368
"67939","ENSG00000109654",42.07,187156
"67940","ENSG00000272368",44.41,53421
"67941","ENSG00000305781",44.34,22116
"67942","ENSG00000139624",43.84,38244
"67943","ENSG00000159961",42.41,12700
"67944","ENSG00000288883",39.49,12937
"67945","ENSG00000010539",43.67,13896
"67946","ENSG00000308020",38.05,112524
"67947","ENSG00000290597",37.25,192697
"67948","ENSG00000308023",43.26,7598
"67949","ENSG00000226851",40.47,116794
"67950","ENSG00000308026",46.25,86147
"67951","ENSG00000262165",51.67,5854
"67952","ENSG00000293206",49.17,1024
"67953","ENSG00000293327",52.56,3983
"67954","ENSG00000141298",40.66,304338
"67955","ENSG00000249551",43.49,6426
"67956","ENSG00000276176",83.33,59
"67957","ENSG00000254588",41.38,4247
"67958","ENSG00000305786",45.9,9793
"67959","ENSG00000248783",36,234709
"67960","ENSG00000305787",44.43,4849
"67961","ENSG00000305792",44.97,5278
"67962","ENSG00000085063",43.12,33469
"67963","ENSG00000305795",58.24,739
"67964","ENSG00000286324",43.29,17792
"67965","ENSG00000286738",40.25,127765
"67966","ENSG00000305799",35.64,98828
"67967","ENSG00000308041",39.26,3287
"67968","ENSG00000308052",49.19,38329
"67969","ENSG00000266941",52.81,1616
"67970","ENSG00000310108",40.15,263
"67971","ENSG00000310110",37.66,38263
"67972","ENSG00000308056",35.59,36123
"67973","ENSG00000174886",59.04,12799
"67974","ENSG00000308070",45.14,16053
"67975","ENSG00000305809",46.58,2584
"67976","ENSG00000291151",53.53,6472
"67977","ENSG00000248475",39.03,75518
"67978","ENSG00000305811",43.31,814
"67979","ENSG00000305815",35.04,5442
"67980","ENSG00000236347",38.13,13740
"67981","ENSG00000308146",47.06,14941
"67982","ENSG00000288916",38.11,74674
"67983","ENSG00000261036",36.64,65062
"67984","ENSG00000308227",38.66,20664
"67985","ENSG00000105519",59.9,3872
"67986","ENSG00000287471",34.1,39064
"67987","ENSG00000305894",41.55,1337
"67988","ENSG00000305905",41.42,465
"67989","ENSG00000230269",45.03,13158
"67990","ENSG00000290530",34.94,10004
"67991","ENSG00000305953",43.23,6108
"67992","ENSG00000233981",42.13,3730
"67993","ENSG00000306002",40.13,8207
"67994","ENSG00000306008",46.39,415
"67995","ENSG00000289368",36.87,246446
"67996","ENSG00000308318",50,2473
"67997","ENSG00000308325",47.59,1638
"67998","ENSG00000308348",51.67,568
"67999","ENSG00000251205",39.43,67643
"68000","ENSG00000162086",45.02,13446
"68001","ENSG00000306030",42.52,5220
"68002","ENSG00000167460",50.92,35984
"68003","ENSG00000306038",51.35,926
"68004","ENSG00000235743",36.61,66589
"68005","ENSG00000308364",37.13,1262
"68006","ENSG00000249996",38.6,18505
"68007","ENSG00000308401",48.01,501
"68008","ENSG00000234263",40.01,19132
"68009","ENSG00000308414",44.13,12222
"68010","ENSG00000253787",41.2,18226
"68011","ENSG00000306063",37.04,7903
"68012","ENSG00000306067",38.6,39071
"68013","ENSG00000306087",38.33,4645
"68014","ENSG00000150672",37.02,2173323
"68015","ENSG00000306090",51.16,302
"68016","ENSG00000248996",57.66,8652
"68017","ENSG00000233682",53.29,4921
"68018","ENSG00000308476",39.06,64695
"68019","ENSG00000308477",49.17,1616
"68020","ENSG00000308483",45.52,19069
"68021","ENSG00000153406",49.29,34072
"68022","ENSG00000306154",50.81,1414
"68023","ENSG00000289372",39.87,67225
"68024","ENSG00000263657",41.19,26733
"68025","ENSG00000265713",42.83,954
"68026","ENSG00000308492",56.61,241
"68027","ENSG00000252657",50,125
"68028","ENSG00000240074",37.98,573
"68029","ENSG00000251513",37.73,350667
"68030","ENSG00000263477",39.17,2690
"68031","ENSG00000239129",40.38,103
"68032","ENSG00000264435",58.37,513
"68033","ENSG00000207011",43.75,95
"68034","ENSG00000253445",51.98,15968
"68035","ENSG00000267482",43.62,93
"68036","ENSG00000265289",41.36,6338
"68037","ENSG00000266876",45.7,999
"68038","ENSG00000306180",39.34,11591
"68039","ENSG00000290320",39.02,11153
"68040","ENSG00000257465",45.6,613
"68041","ENSG00000306196",48.36,1618
"68042","ENSG00000306207",53.4,2016
"68043","ENSG00000255686",47.02,3974
"68044","ENSG00000306225",40.66,12009
"68045","ENSG00000171435",44.66,515978
"68046","ENSG00000250974",40.63,379831
"68047","ENSG00000007168",42.41,92432
"68048","ENSG00000306243",36.71,6588
"68049","ENSG00000306246",44.39,5592
"68050","ENSG00000243696",56,22447
"68051","ENSG00000306266",39.61,4129
"68052","ENSG00000310146",44.61,898
"68053","ENSG00000310153",36,24032
"68054","ENSG00000270419",45.63,47150
"68055","ENSG00000310166",44.5,28996
"68056","ENSG00000308577",40.04,167723
"68057","ENSG00000273391",65.41,1294
"68058","ENSG00000239799",56.23,1379
"68059","ENSG00000310203",44.84,590
"68060","ENSG00000272573",57.08,1905
"68061","ENSG00000256071",42.96,1554
"68062","ENSG00000243018",59.94,5760
"68063","ENSG00000204934",53.74,12916
"68064","ENSG00000308592",41.25,6751
