"","row","gene_id","percent_GC","length"
"56731",56731,"ENSG00000275769",34.05,416
"31358",31358,"ENSG00000275770",50.7,70
"59023",59023,"ENSG00000275771",38.07,879
"36688",36688,"ENSG00000275772",54.24,1625
"6987",6987,"ENSG00000275773",37.28,750
"44980",44980,"ENSG00000275774",46.09,1366
"12427",12427,"ENSG00000275776",52.21,248
"77426",77426,"ENSG00000275778",36.64,325749
"19128",19128,"ENSG00000275785",46.53,287
"38594",38594,"ENSG00000275787",43.24,332
"13860",13860,"ENSG00000275788",57.2,249
"68090",68090,"ENSG00000275789",58.89,89
"27030",27030,"ENSG00000275791",49.37,473
"23983",23983,"ENSG00000275793",62.54,6104
"3308",3308,"ENSG00000275799",49.22,448
"31959",31959,"ENSG00000275800",43.75,1343
"86034",86034,"ENSG00000275801",53.13,654
"39076",39076,"ENSG00000275803",50.93,268
"25048",25048,"ENSG00000275805",40.59,9903
"61855",61855,"ENSG00000275807",55.74,4651
"8321",8321,"ENSG00000275808",54.96,281
"31343",31343,"ENSG00000275810",50.62,80
"55624",55624,"ENSG00000275811",47.68,1249
"32860",32860,"ENSG00000275812",61.28,327
"47795",47795,"ENSG00000275816",55.81,85
"32546",32546,"ENSG00000275818",43.08,64
"82580",82580,"ENSG00000275823",31.51,72
"54641",54641,"ENSG00000275826",38.47,1798
"2018",2018,"ENSG00000275827",42.6,168
"426",426,"ENSG00000275828",45.4,6168
"17163",17163,"ENSG00000275830",42.55,150996
"63936",63936,"ENSG00000275832",55.44,93105
"69334",69334,"ENSG00000275833",47.59,3771
"11809",11809,"ENSG00000275834",49.23,64
"41101",41101,"ENSG00000275835",43.31,56380
"75638",75638,"ENSG00000275836",71.67,59
"77577",77577,"ENSG00000275839",47.17,760
"19859",19859,"ENSG00000275840",46.86,317
"28269",28269,"ENSG00000275842",68.06,71
"68134",68134,"ENSG00000275846",40.11,3931
"61326",61326,"ENSG00000275850",53.5,2399
"35911",35911,"ENSG00000275852",49.83,3210
"47209",47209,"ENSG00000275853",54.93,303
"42836",42836,"ENSG00000275854",29.27,730
"28955",28955,"ENSG00000275856",46.05,75
"61659",61659,"ENSG00000275857",57.73,1073
"14405",14405,"ENSG00000275859",62.24,97
"66129",66129,"ENSG00000275860",59.05,1364
"61264",61264,"ENSG00000275862",53.33,599
"73990",73990,"ENSG00000275863",57.35,67
"386",386,"ENSG00000275866",57.92,384
"13290",13290,"ENSG00000275868",41.86,85
"198",198,"ENSG00000275869",49,2605
"54846",54846,"ENSG00000275871",50.5,2518
"11384",11384,"ENSG00000275874",62.59,5613
"47214",47214,"ENSG00000275875",66.96,344
"22997",22997,"ENSG00000275877",52.63,151
"44471",44471,"ENSG00000275878",55.33,290
"2762",2762,"ENSG00000275880",55.44,3271
"21630",21630,"ENSG00000275881",55.11,273
"47332",47332,"ENSG00000275882",60.58,8297
"74976",74976,"ENSG00000275888",61.68,821
"3341",3341,"ENSG00000275894",49.79,708
"8896",8896,"ENSG00000275895",43.58,14625
"41268",41268,"ENSG00000275896",49.02,14166
"51241",51241,"ENSG00000275897",54.18,2572
"36125",36125,"ENSG00000275898",47.54,2698
"4539",4539,"ENSG00000275900",50,213
"68183",68183,"ENSG00000275901",60.63,253
"76575",76575,"ENSG00000275902",54.49,689
"29648",29648,"ENSG00000275904",45.54,111
"27831",27831,"ENSG00000275905",47.27,604
"20230",20230,"ENSG00000275906",45.98,993
"35214",35214,"ENSG00000275908",38.95,94
"60150",60150,"ENSG00000275909",56.38,281
"65427",65427,"ENSG00000275910",39.96,562
"32615",32615,"ENSG00000275915",50,107
"7109",7109,"ENSG00000275919",62.5,263
"2491",2491,"ENSG00000275923",37.42,309
"44825",44825,"ENSG00000275924",56.52,91
"3910",3910,"ENSG00000275927",45.14,555
"5248",5248,"ENSG00000275928",56.79,3859
"59182",59182,"ENSG00000275929",43.5,445
"36922",36922,"ENSG00000275930",48.04,101
"67098",67098,"ENSG00000275933",42,249
"77759",77759,"ENSG00000275936",60.91,677
"19252",19252,"ENSG00000275939",57.23,165
"28022",28022,"ENSG00000275940",52.27,175
"23940",23940,"ENSG00000275942",55.29,84
"69760",69760,"ENSG00000275944",45.15,10199
"1274",1274,"ENSG00000275945",49.63,805
"47818",47818,"ENSG00000275948",72.41,57
"1446",1446,"ENSG00000275950",83.7,91
"8922",8922,"ENSG00000275953",40.48,1086
"79324",79324,"ENSG00000275954",60.03,10954
"67819",67819,"ENSG00000275956",39.82,1320
"32306",32306,"ENSG00000275958",43.98,190
"4716",4716,"ENSG00000275959",41.2,1596
"60089",60089,"ENSG00000275961",54.86,287
"47481",47481,"ENSG00000275963",43.23,774
"16388",16388,"ENSG00000275964",52.44,2543
"60655",60655,"ENSG00000275965",46.81,360
"60660",60660,"ENSG00000275967",66.13,61
"3427",3427,"ENSG00000275968",38.81,200
"38645",38645,"ENSG00000275969",52.87,6246
"77543",77543,"ENSG00000275971",44.83,202
"8950",8950,"ENSG00000275975",51.49,302
"42878",42878,"ENSG00000275976",48.5,10049
"7853",7853,"ENSG00000275978",49.84,314
"29766",29766,"ENSG00000275980",45.42,752
"43221",43221,"ENSG00000275981",44.48,352
"10020",10020,"ENSG00000275982",36.17,93
"122",122,"ENSG00000275987",52.78,143
"8768",8768,"ENSG00000275989",46.34,18881
"41989",41989,"ENSG00000275992",54.26,222
"8904",8904,"ENSG00000275993",56.01,12647
"17376",17376,"ENSG00000275994",45.04,130
"31201",31201,"ENSG00000275995",32.84,544
"28352",28352,"ENSG00000275996",37.5,71
"35497",35497,"ENSG00000275997",58.1,209
"54248",54248,"ENSG00000276002",55.71,279
"55110",55110,"ENSG00000276003",54.63,107
"6869",6869,"ENSG00000276006",63.82,911
"36431",36431,"ENSG00000276007",37.34,1089
"9371",9371,"ENSG00000276012",36.75,5542
"58993",58993,"ENSG00000276014",53.36,297
"21372",21372,"ENSG00000276015",38.94,225
"74",74,"ENSG00000276017",60.52,2403
"72371",72371,"ENSG00000276019",32.5,239
"70396",70396,"ENSG00000276023",46.16,23610
"36936",36936,"ENSG00000276027",52,149
"9037",9037,"ENSG00000276029",41.98,80
"51715",51715,"ENSG00000276030",32.28,380
"31501",31501,"ENSG00000276031",53.85,298
"44087",44087,"ENSG00000276036",53.78,118
"19013",19013,"ENSG00000276039",50,77
"38628",38628,"ENSG00000276040",52.78,6244
"49008",49008,"ENSG00000276043",52.99,59074
"77411",77411,"ENSG00000276045",53.2,16600
"11141",11141,"ENSG00000276046",73.16,1266
"19231",19231,"ENSG00000276047",54.52,298
"78521",78521,"ENSG00000276048",58.3,270
"64954",64954,"ENSG00000276050",53.38,310
"77502",77502,"ENSG00000276054",50.43,1040
"32744",32744,"ENSG00000276055",39.24,78
"2967",2967,"ENSG00000276057",35.63,86
"78063",78063,"ENSG00000276058",43.86,439
"23419",23419,"ENSG00000276063",30.36,493
"6054",6054,"ENSG00000276064",38.78,97
"49156",49156,"ENSG00000276067",44.48,40604
"69765",69765,"ENSG00000276070",49.05,1954
"42495",42495,"ENSG00000276071",45.43,1302
"22317",22317,"ENSG00000276074",43.53,231
"8898",8898,"ENSG00000276076",50.31,65286
"11392",11392,"ENSG00000276077",41.46,67873
"26539",26539,"ENSG00000276081",55,59
"75456",75456,"ENSG00000276083",33.33,65
"78776",78776,"ENSG00000276085",52.7,1889
"73164",73164,"ENSG00000276087",41.62,66070
"47903",47903,"ENSG00000276088",55.12,302
"2192",2192,"ENSG00000276089",47.37,189
"1744",1744,"ENSG00000276092",40.5,478
"31660",31660,"ENSG00000276093",36.26,512
"9032",9032,"ENSG00000276094",52.63,94
"33811",33811,"ENSG00000276095",37.09,23234
"68639",68639,"ENSG00000276096",50.68,295
"30676",30676,"ENSG00000276097",52.94,577
"5252",5252,"ENSG00000276098",51.4,499
"22830",22830,"ENSG00000276100",47.1,292
"70572",70572,"ENSG00000276101",58.85,609
"37784",37784,"ENSG00000276102",52.46,60
"40705",40705,"ENSG00000276103",44.44,116
"21369",21369,"ENSG00000276105",61.73,195
"46413",46413,"ENSG00000276107",42.16,732
"41474",41474,"ENSG00000276109",46.61,870
"83761",83761,"ENSG00000276110",50.22,4838
"64688",64688,"ENSG00000276115",36.19,1795
"52107",52107,"ENSG00000276116",52.11,1922
"85837",85837,"ENSG00000276118",39.58,95
"21106",21106,"ENSG00000276119",44.2,956
"21975",21975,"ENSG00000276121",27.57,525
"65364",65364,"ENSG00000276122",53.71,2075
"27694",27694,"ENSG00000276123",47.67,299
"38291",38291,"ENSG00000276124",59.7,66
"56800",56800,"ENSG00000276127",32.49,1230
"46807",46807,"ENSG00000276128",41.88,1188
"33195",33195,"ENSG00000276131",56.64,654
"64637",64637,"ENSG00000276136",42.69,847
"47626",47626,"ENSG00000276137",50.93,107
"2297",2297,"ENSG00000276138",40.19,106
"47064",47064,"ENSG00000276140",48.1,78
"43843",43843,"ENSG00000276141",40.36,17246
"22199",22199,"ENSG00000276147",39.25,106
"42832",42832,"ENSG00000276148",34.62,412
"4563",4563,"ENSG00000276149",45.95,369
"23208",23208,"ENSG00000276150",34.39,156
"55016",55016,"ENSG00000276156",39.5,480
"33078",33078,"ENSG00000276158",31.88,68
"10563",10563,"ENSG00000276160",57.25,5754
"16271",16271,"ENSG00000276161",55.38,129
"2306",2306,"ENSG00000276162",48.75,79
"10015",10015,"ENSG00000276164",73.13,1268
"25337",25337,"ENSG00000276166",60.57,666
"44699",44699,"ENSG00000276168",62.88,298
"7318",7318,"ENSG00000276169",64.29,55
"77198",77198,"ENSG00000276170",59.56,19724
"42740",42740,"ENSG00000276172",44.63,12308
"1691",1691,"ENSG00000276174",31.9,325
"67956",67956,"ENSG00000276176",83.33,59
"36895",36895,"ENSG00000276178",48.04,101
"34734",34734,"ENSG00000276179",52.29,217
"61852",61852,"ENSG00000276180",45.84,1358
"29272",29272,"ENSG00000276181",69.12,67
"2088",2088,"ENSG00000276183",42.06,106
"27751",27751,"ENSG00000276185",67.03,181
"50767",50767,"ENSG00000276188",43.69,411
"74997",74997,"ENSG00000276189",57.76,160
"46580",46580,"ENSG00000276193",52.84,281
"42",42,"ENSG00000276197",75.56,89
"79617",79617,"ENSG00000276200",52.84,298
"41688",41688,"ENSG00000276202",51.35,258
"42373",42373,"ENSG00000276203",36.84,69006
"4095",4095,"ENSG00000276204",44.74,1197
"6456",6456,"ENSG00000276205",41.49,240
"37803",37803,"ENSG00000276206",49.46,92
"1575",1575,"ENSG00000276208",37.4,261
"6898",6898,"ENSG00000276210",37.66,1154
"23593",23593,"ENSG00000276213",66.31,278
"56398",56398,"ENSG00000276214",44.57,690
"83694",83694,"ENSG00000276216",47.37,10179
"25049",25049,"ENSG00000276221",43.48,68
"31674",31674,"ENSG00000276223",49.64,559
"15505",15505,"ENSG00000276225",49.48,96
"78519",78519,"ENSG00000276229",56,74
"16737",16737,"ENSG00000276231",46.61,64955
"37667",37667,"ENSG00000276232",45.97,247
"56407",56407,"ENSG00000276233",52.67,130
"77504",77504,"ENSG00000276234",42.79,72839
"47751",47751,"ENSG00000276240",39.49,5932
"78730",78730,"ENSG00000276241",46.64,61823
"5256",5256,"ENSG00000276248",44.56,3361
"40824",40824,"ENSG00000276255",55.98,2641
"95",95,"ENSG00000276256",37.57,6225
"37326",37326,"ENSG00000276257",57.89,227
"33762",33762,"ENSG00000276259",42.84,872
"32021",32021,"ENSG00000276261",41.26,508
"58649",58649,"ENSG00000276266",37.79,28036
"22154",22154,"ENSG00000276270",66.67,68
"60053",60053,"ENSG00000276272",54.69,1246
"4571",4571,"ENSG00000276277",48.72,77
"80311",80311,"ENSG00000276281",54.52,298
"25209",25209,"ENSG00000276282",30.93,665
"8911",8911,"ENSG00000276289",47.65,12955
"5216",5216,"ENSG00000276290",44.27,1282
"49266",49266,"ENSG00000276291",39.22,225984
"71081",71081,"ENSG00000276292",35.68,212
"44125",44125,"ENSG00000276293",49.36,34435
"66657",66657,"ENSG00000276294",43.02,1396
"9368",9368,"ENSG00000276298",44.14,323
"22097",22097,"ENSG00000276302",41.04,14459
"32140",32140,"ENSG00000276304",31.78,106
"17057",17057,"ENSG00000276308",41.17,1748
"41030",41030,"ENSG00000276309",50.64,313
"27824",27824,"ENSG00000276311",67.16,66
"166",166,"ENSG00000276312",75.56,89
"51039",51039,"ENSG00000276314",34.67,74
"17112",17112,"ENSG00000276316",41.14,1066
"9577",9577,"ENSG00000276317",55.85,914
"16695",16695,"ENSG00000276318",38.59,11175
"18308",18308,"ENSG00000276319",61.11,71
"31314",31314,"ENSG00000276326",52.17,68
"58735",58735,"ENSG00000276332",39.89,716
"58615",58615,"ENSG00000276334",32.88,1620
"49070",49070,"ENSG00000276337",47.34,4000
"147",147,"ENSG00000276345",60.59,9217
"9216",9216,"ENSG00000276350",73.13,66
"146",146,"ENSG00000276351",60.87,68
"15619",15619,"ENSG00000276352",59.09,65
"48553",48553,"ENSG00000276353",55.56,278
"78129",78129,"ENSG00000276359",51.76,283
"11608",11608,"ENSG00000276362",47.72,437
"54849",54849,"ENSG00000276365",47.73,87
"38874",38874,"ENSG00000276366",55.26,227
"37649",37649,"ENSG00000276368",58.61,475
"12164",12164,"ENSG00000276375",40.94,4159
"31964",31964,"ENSG00000276376",46.03,62
"42768",42768,"ENSG00000276380",40.59,1184
"74741",74741,"ENSG00000276384",59.34,2060
"5933",5933,"ENSG00000276385",49.6,497
"56647",56647,"ENSG00000276386",38.29,233908
"48520",48520,"ENSG00000276388",50,127
"71527",71527,"ENSG00000276390",32.88,516
"9342",9342,"ENSG00000276391",39.85,3462
"49068",49068,"ENSG00000276393",43.13,516
"18737",18737,"ENSG00000276396",50,291
"77549",77549,"ENSG00000276398",46.63,192
"74598",74598,"ENSG00000276399",49.72,76638
"36662",36662,"ENSG00000276400",45.78,1172
"4821",4821,"ENSG00000276403",45.52,1293
"47561",47561,"ENSG00000276404",46.88,63
"27027",27027,"ENSG00000276405",51.45,483
"10412",10412,"ENSG00000276406",37.7,121
"78366",78366,"ENSG00000276407",47.8,53366
"17169",17169,"ENSG00000276408",43.26,667
"58956",58956,"ENSG00000276409",50.85,3716
"70151",70151,"ENSG00000276410",50.69,942
"8141",8141,"ENSG00000276411",48.31,2961
"56626",56626,"ENSG00000276412",50.56,7638
"12944",12944,"ENSG00000276413",44.55,210
"58489",58489,"ENSG00000276417",36.42,1413
"5114",5114,"ENSG00000276418",38.11,161915
"50875",50875,"ENSG00000276422",40.99,20885
"19211",19211,"ENSG00000276426",50.53,94
"36577",36577,"ENSG00000276427",54.89,132
"29856",29856,"ENSG00000276428",45.81,357
"15186",15186,"ENSG00000276430",50.18,4469
"76245",76245,"ENSG00000276431",69.19,210
"5153",5153,"ENSG00000276434",31.43,508
"14841",14841,"ENSG00000276436",59.72,421
"61499",61499,"ENSG00000276442",44.55,109
"43163",43163,"ENSG00000276445",42.64,583
"71571",71571,"ENSG00000276449",41.89,3322
"60049",60049,"ENSG00000276454",39.64,443
"5275",5275,"ENSG00000276457",53.91,1368
"30758",30758,"ENSG00000276460",52.03,2811
"55183",55183,"ENSG00000276462",47.05,24795
"2493",2493,"ENSG00000276467",54.14,2622
"32611",32611,"ENSG00000276470",53.18,172
"3046",3046,"ENSG00000276473",28.64,425
"3433",3433,"ENSG00000276474",44.39,596
"38059",38059,"ENSG00000276475",40.37,534
"15122",15122,"ENSG00000276476",41.07,235715
"57037",57037,"ENSG00000276478",44.69,22302
"14332",14332,"ENSG00000276479",32.63,94
"52325",52325,"ENSG00000276484",52.13,3690
"25207",25207,"ENSG00000276486",39.23,440
"73873",73873,"ENSG00000276487",45.49,13505
"19195",19195,"ENSG00000276488",51.32,607
"35557",35557,"ENSG00000276489",67.16,66
"8585",8585,"ENSG00000276490",38.89,164919
"48498",48498,"ENSG00000276493",51.89,290
"21370",21370,"ENSG00000276494",34.48,115
"37048",37048,"ENSG00000276496",57.14,97
"58646",58646,"ENSG00000276500",38.26,60882
"28901",28901,"ENSG00000276502",41.14,22146
"24382",24382,"ENSG00000276505",49.38,323
"4191",4191,"ENSG00000276507",37.47,402
"31302",31302,"ENSG00000276508",49.73,375
"84928",84928,"ENSG00000276509",40.18,147409
"48762",48762,"ENSG00000276514",46.93,178
"58616",58616,"ENSG00000276517",38.95,3003
"47148",47148,"ENSG00000276519",37.42,1068
"82170",82170,"ENSG00000276520",40.23,439
"44192",44192,"ENSG00000276521",41.09,3168
"45725",45725,"ENSG00000276522",53.26,260
"17194",17194,"ENSG00000276523",51.3,500
"57802",57802,"ENSG00000276524",58.12,1193
"19330",19330,"ENSG00000276525",52.38,251
"16128",16128,"ENSG00000276527",42.08,39836
"36948",36948,"ENSG00000276528",65.6,124
"3690",3690,"ENSG00000276529",55.76,442
"77930",77930,"ENSG00000276530",70.25,120
"20331",20331,"ENSG00000276531",53.7,567
"10625",10625,"ENSG00000276532",54.46,302
"25234",25234,"ENSG00000276533",50.8,497
"12037",12037,"ENSG00000276535",42,999
"70048",70048,"ENSG00000276538",76.02,245
"7037",7037,"ENSG00000276540",56.77,3830
"28479",28479,"ENSG00000276542",34.06,871
"15179",15179,"ENSG00000276544",54.41,328
"36334",36334,"ENSG00000276545",49.87,2596
"1445",1445,"ENSG00000276546",38.61,100
"36498",36498,"ENSG00000276547",45.44,115028
"66090",66090,"ENSG00000276548",61.82,109
"42869",42869,"ENSG00000276550",43,84243
"1346",1346,"ENSG00000276556",52.73,310
"45075",45075,"ENSG00000276557",47.86,699
"9035",9035,"ENSG00000276562",48.59,283
"74124",74124,"ENSG00000276563",40.55,216
"36489",36489,"ENSG00000276564",32.83,2402
"57341",57341,"ENSG00000276566",51.2,501
"62469",62469,"ENSG00000276568",54.39,284
"5062",5062,"ENSG00000276569",51.39,1692
"74202",74202,"ENSG00000276570",63.67,3060
"43115",43115,"ENSG00000276571",34.77,393
"2994",2994,"ENSG00000276573",39.01,222
"11737",11737,"ENSG00000276575",53.85,77
"32356",32356,"ENSG00000276576",41.03,467
"30430",30430,"ENSG00000276577",39.09,109
"71759",71759,"ENSG00000276578",39.34,8357
"30307",30307,"ENSG00000276580",43.3,96
"18420",18420,"ENSG00000276581",52.89,6246
"36833",36833,"ENSG00000276584",60,69
"5591",5591,"ENSG00000276586",49.26,271
"46508",46508,"ENSG00000276588",55.85,298
"36905",36905,"ENSG00000276592",55.6,785
"19050",19050,"ENSG00000276593",28,549
"50889",50889,"ENSG00000276596",46.6,190
"27035",27035,"ENSG00000276597",48.86,482
"30902",30902,"ENSG00000276598",68.12,68
"60123",60123,"ENSG00000276599",66.67,113
"42094",42094,"ENSG00000276600",48,26721
"46287",46287,"ENSG00000276601",45.1,285
"29298",29298,"ENSG00000276603",43.68,418
"44617",44617,"ENSG00000276605",45.43,950
"37061",37061,"ENSG00000276609",68.42,56
"51042",51042,"ENSG00000276610",41.79,66
"11755",11755,"ENSG00000276620",47.45,273
"50088",50088,"ENSG00000276622",54.84,61
"17837",17837,"ENSG00000276623",51.55,546
"46041",46041,"ENSG00000276626",43.44,243
"34092",34092,"ENSG00000276627",43.24,25243
"26961",26961,"ENSG00000276632",41.28,469
"3760",3760,"ENSG00000276633",57.91,2491
"62946",62946,"ENSG00000276637",39.07,1691
"32082",32082,"ENSG00000276638",47.31,557
"21768",21768,"ENSG00000276639",50.68,72
"68539",68539,"ENSG00000276641",64.38,72
"41962",41962,"ENSG00000276642",42.37,117
"20808",20808,"ENSG00000276643",38.89,71
"9277",9277,"ENSG00000276644",33.94,429238
"44725",44725,"ENSG00000276645",49.86,344
"3598",3598,"ENSG00000276647",70.59,271
"38040",38040,"ENSG00000276650",35.11,711
"7994",7994,"ENSG00000276651",47.38,2346
"49338",49338,"ENSG00000276653",52.68,297
"45845",45845,"ENSG00000276656",50,105
"15146",15146,"ENSG00000276662",45.6,931
"26620",26620,"ENSG00000276663",37.52,564
"2965",2965,"ENSG00000276664",36.55,144
"32865",32865,"ENSG00000276667",59.2,173
"40606",40606,"ENSG00000276668",43.33,426
"70632",70632,"ENSG00000276669",53.36,282
"78524",78524,"ENSG00000276670",42.29,200
"1784",1784,"ENSG00000276672",39.6,4635
"14296",14296,"ENSG00000276673",53.14,174
"37593",37593,"ENSG00000276674",49.68,470
"23211",23211,"ENSG00000276675",55.36,111
"22919",22919,"ENSG00000276678",47.14,69
"14567",14567,"ENSG00000276680",54.62,237
"14199",14199,"ENSG00000276685",53.93,88
"68252",68252,"ENSG00000276687",39.14,4028
"6904",6904,"ENSG00000276688",32.27,312
"3437",3437,"ENSG00000276689",56.02,406
"76101",76101,"ENSG00000276690",52.9,275
"71515",71515,"ENSG00000276691",46.89,545
"62624",62624,"ENSG00000276693",52.94,220
"11339",11339,"ENSG00000276696",35.38,129
"17592",17592,"ENSG00000276698",46.81,657
"7904",7904,"ENSG00000276699",50,57
"167",167,"ENSG00000276700",57.52,152
"18929",18929,"ENSG00000276702",27.46,640
"53249",53249,"ENSG00000276703",48.72,77
"2995",2995,"ENSG00000276704",33.88,362
"69712",69712,"ENSG00000276706",41.38,202
"77837",77837,"ENSG00000276707",62.18,3407
"42845",42845,"ENSG00000276710",58.14,10536
"141",141,"ENSG00000276711",31.86,112
"30390",30390,"ENSG00000276712",58.33,71
"40240",40240,"ENSG00000276713",53.38,265
"62415",62415,"ENSG00000276715",34.13,925
"42344",42344,"ENSG00000276717",51.92,12400
"36368",36368,"ENSG00000276718",46.24,598
"10829",10829,"ENSG00000276721",62.26,105
"3448",3448,"ENSG00000276722",56.14,113
"36155",36155,"ENSG00000276723",44.64,111
"34313",34313,"ENSG00000276724",38.23,700
"78233",78233,"ENSG00000276727",57.3,704
"74795",74795,"ENSG00000276728",56.14,3159
"16436",16436,"ENSG00000276729",53.31,301
"23473",23473,"ENSG00000276730",46.75,76
"27526",27526,"ENSG00000276733",54.93,70
"26738",26738,"ENSG00000276735",52.23,313
"1391",1391,"ENSG00000276738",33.18,210
"2046",2046,"ENSG00000276740",44.14,690
"50353",50353,"ENSG00000276742",37.22,316
"42282",42282,"ENSG00000276744",57.72,983
"55741",55741,"ENSG00000276746",53.39,250
"9506",9506,"ENSG00000276747",52.07,29503
"2308",2308,"ENSG00000276753",75.68,73
"68070",68070,"ENSG00000276754",47,382
"76341",76341,"ENSG00000276755",45.37,107
"79609",79609,"ENSG00000276756",36.38,18333
"16838",16838,"ENSG00000276757",56.19,298
"71906",71906,"ENSG00000276758",57.63,58
"3479",3479,"ENSG00000276759",36.66,51733
"236",236,"ENSG00000276760",36.66,31411
"51342",51342,"ENSG00000276763",50.79,381
"19130",19130,"ENSG00000276764",51.69,266
"14826",14826,"ENSG00000276765",52.78,71
"31519",31519,"ENSG00000276768",40.65,464
"39205",39205,"ENSG00000276769",69.01,70
"70880",70880,"ENSG00000276770",59.49,78
"36949",36949,"ENSG00000276771",41.4,214
"41387",41387,"ENSG00000276772",50.58,1725
"29971",29971,"ENSG00000276775",57.11,498
"66888",66888,"ENSG00000276778",39.66,194493
"7874",7874,"ENSG00000276782",51.23,284
"23857",23857,"ENSG00000276784",43.48,68
"2641",2641,"ENSG00000276786",54.04,976
"28355",28355,"ENSG00000276788",40,74
"53334",53334,"ENSG00000276789",48.84,777
"31614",31614,"ENSG00000276791",58.86,3249
"3997",3997,"ENSG00000276800",50.47,316
"40877",40877,"ENSG00000276805",46.89,9573
"54173",54173,"ENSG00000276807",51.27,11686
"10931",10931,"ENSG00000276809",36.83,1039
"31317",31317,"ENSG00000276810",52.1,523
"45064",45064,"ENSG00000276819",50,545
"66290",66290,"ENSG00000276822",62.96,107
"11202",11202,"ENSG00000276823",47.4,326
"47382",47382,"ENSG00000276824",50,65
"54418",54418,"ENSG00000276828",46.14,816
"459",459,"ENSG00000276829",38.45,722
"75249",75249,"ENSG00000276830",61.19,66
"71198",71198,"ENSG00000276831",62.93,2815
"42359",42359,"ENSG00000276832",57.87,1041
"34913",34913,"ENSG00000276835",55.05,108
"85790",85790,"ENSG00000276839",54.28,268
"36907",36907,"ENSG00000276840",42.59,11675
"1436",1436,"ENSG00000276841",32.75,170
"34404",34404,"ENSG00000276842",29.22,745
"11538",11538,"ENSG00000276844",30.99,70
"29645",29645,"ENSG00000276845",45.52,904
"18428",18428,"ENSG00000276846",39.04,752
"55523",55523,"ENSG00000276850",44.62,95064
"35996",35996,"ENSG00000276851",45.11,582
"41274",41274,"ENSG00000276853",32.32,655
"71168",71168,"ENSG00000276855",33.62,689
"24416",24416,"ENSG00000276857",54.43,78
"3447",3447,"ENSG00000276859",65.05,102
"57243",57243,"ENSG00000276861",44.55,109
"76622",76622,"ENSG00000276863",50.76,525
"25080",25080,"ENSG00000276866",51.67,59
"39023",39023,"ENSG00000276868",61.54,129
"32768",32768,"ENSG00000276869",75.38,64
"2298",2298,"ENSG00000276871",50.33,150
"235",235,"ENSG00000276872",46.86,923
"2358",2358,"ENSG00000276873",55.56,98
"10568",10568,"ENSG00000276874",37.88,1583
"32228",32228,"ENSG00000276878",47.66,106
"82577",82577,"ENSG00000276884",44.12,135
"54877",54877,"ENSG00000276888",38.21,4042
"80575",80575,"ENSG00000276890",53.36,282
"41308",41308,"ENSG00000276891",51.72,289
"5138",5138,"ENSG00000276892",52.78,107
"57045",57045,"ENSG00000276894",45.44,963
"4406",4406,"ENSG00000276897",37.07,660
"29658",29658,"ENSG00000276898",40.42,3359
"78065",78065,"ENSG00000276900",46.74,2087
"5661",5661,"ENSG00000276902",38.61,100
"28942",28942,"ENSG00000276903",60.37,481
"9839",9839,"ENSG00000276904",73.16,1266
"49610",49610,"ENSG00000276908",60,64
"27023",27023,"ENSG00000276915",52.09,429
"5255",5255,"ENSG00000276916",48.66,2726
"45402",45402,"ENSG00000276917",49.44,88
"23215",23215,"ENSG00000276918",50.67,297
"15488",15488,"ENSG00000276919",60,104
"32246",32246,"ENSG00000276923",49.06,319
"43381",43381,"ENSG00000276925",39.81,210
"50009",50009,"ENSG00000276926",65.28,71
"34793",34793,"ENSG00000276928",31.86,225
"15302",15302,"ENSG00000276929",45.16,4503
"40416",40416,"ENSG00000276931",44.83,637
"179",179,"ENSG00000276932",38.61,100
"2578",2578,"ENSG00000276934",38.72,482
"23723",23723,"ENSG00000276940",45.25,304
"11302",11302,"ENSG00000276941",31.91,93
"22534",22534,"ENSG00000276945",44.07,530
"31421",31421,"ENSG00000276949",72.44,282
"15840",15840,"ENSG00000276950",53.34,7052
"16384",16384,"ENSG00000276951",50.3,331
"36562",36562,"ENSG00000276952",52.37,673
"27039",27039,"ENSG00000276953",48.81,505
"41311",41311,"ENSG00000276955",51.72,289
"47722",47722,"ENSG00000276956",59.32,294
"18832",18832,"ENSG00000276957",41.66,16462
"1286",1286,"ENSG00000276958",47.83,137
"71348",71348,"ENSG00000276960",35.55,2120
"14344",14344,"ENSG00000276961",59.41,100
"58379",58379,"ENSG00000276963",34.37,12468
"10124",10124,"ENSG00000276964",73.13,1268
"2968",2968,"ENSG00000276965",51.48,236
"39335",39335,"ENSG00000276966",55.34,411
"2377",2377,"ENSG00000276968",39.63,433
"72530",72530,"ENSG00000276972",41.2,51951
"79810",79810,"ENSG00000276975",41.5,351607
"47542",47542,"ENSG00000276980",49.45,1356
"35871",35871,"ENSG00000276984",46.84,300
"26245",26245,"ENSG00000276988",55.95,251
"23943",23943,"ENSG00000276991",54.64,376
"27394",27394,"ENSG00000276992",47.71,152
"24843",24843,"ENSG00000276993",50.09,540
"35465",35465,"ENSG00000276997",46.78,27370
"8864",8864,"ENSG00000276998",56.56,3984
"10511",10511,"ENSG00000277000",39.06,2590
"19216",19216,"ENSG00000277001",57.8,281
"66316",66316,"ENSG00000277003",62.62,106
"60125",60125,"ENSG00000277004",64.23,122
"23393",23393,"ENSG00000277007",40.63,2613
"47297",47297,"ENSG00000277008",50.3,16992
"9147",9147,"ENSG00000277009",50.29,17673
